ID_row,PlotID,Study,geo_entity2,Plot_Area,Lat_Dec,Long_Dec,MAP,Scientific_name,Native_Status,Abundance,prec_range,species,SLA,WD,H,N
274,83,PACN_Hawaii,Hawai'i Island,1000,19.24480406,-155.6089657,2176.846924,Metrosideros polymorpha,native,81,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
275,83,PACN_Hawaii,Hawai'i Island,1000,19.24480406,-155.6089657,2176.846924,Myrsine lessertiana,native,4,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
276,84,PACN_Hawaii,Hawai'i Island,1000,19.19250018,-155.661839,2164.831055,Cheirodendron trigynum,native,9,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
277,84,PACN_Hawaii,Hawai'i Island,1000,19.19250018,-155.661839,2164.831055,Cibotium glaucum,native,11,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
278,95,PACN_Hawaii,Hawai'i Island,1000,19.26923365,-155.5782011,2194.927979,Coprosma ochracea,native,4,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
279,84,PACN_Hawaii,Hawai'i Island,1000,19.19250018,-155.661839,2164.831055,Metrosideros polymorpha,native,17,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
280,84,PACN_Hawaii,Hawai'i Island,1000,19.19250018,-155.661839,2164.831055,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
281,85,PACN_Hawaii,Hawai'i Island,1000,19.10573971,-155.6781438,1530.491943,Cibotium glaucum,native,1,mesic,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
282,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Coprosma ochracea,native,4,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
283,85,PACN_Hawaii,Hawai'i Island,1000,19.10573971,-155.6781438,1530.491943,Ilex anomala,native,1,mesic,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
284,85,PACN_Hawaii,Hawai'i Island,1000,19.10573971,-155.6781438,1530.491943,Metrosideros polymorpha,native,16,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
285,86,PACN_Hawaii,Hawai'i Island,1000,19.09673124,-155.6710839,1600.906006,Metrosideros polymorpha,native,4,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
286,87,PACN_Hawaii,Hawai'i Island,1000,19.12001308,-155.6839027,1471.677002,Cheirodendron trigynum,native,2,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
287,87,PACN_Hawaii,Hawai'i Island,1000,19.12001308,-155.6839027,1471.677002,Metrosideros polymorpha,native,6,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
288,88,PACN_Hawaii,Hawai'i Island,1000,19.1425229,-155.6864613,1495.338989,Cheirodendron trigynum,native,3,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
289,88,PACN_Hawaii,Hawai'i Island,1000,19.1425229,-155.6864613,1495.338989,Metrosideros polymorpha,native,7,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
290,88,PACN_Hawaii,Hawai'i Island,1000,19.1425229,-155.6864613,1495.338989,Pittosporum hosmeri,native,1,mesic,Pittosporum_hosmeri,9.803592274,0.57,7.81,17.05912357
291,89,PACN_Hawaii,Hawai'i Island,1000,19.13988046,-155.686238,1490.598022,Cheirodendron trigynum,native,2,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
292,89,PACN_Hawaii,Hawai'i Island,1000,19.13988046,-155.686238,1490.598022,Metrosideros polymorpha,native,7,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
293,89,PACN_Hawaii,Hawai'i Island,1000,19.13988046,-155.686238,1490.598022,Myrsine lessertiana,native,1,mesic,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
294,90,PACN_Hawaii,Hawai'i Island,1000,19.13448822,-155.6857233,1475.218018,Cheirodendron trigynum,native,2,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
295,90,PACN_Hawaii,Hawai'i Island,1000,19.13448822,-155.6857233,1475.218018,Cibotium glaucum,native,1,mesic,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
296,112,PACN_Hawaii,Hawai'i Island,1000,19.39787721,-155.2330728,2541.616943,Coprosma ochracea,native,1,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
297,90,PACN_Hawaii,Hawai'i Island,1000,19.13448822,-155.6857233,1475.218018,Metrosideros polymorpha,native,4,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
298,90,PACN_Hawaii,Hawai'i Island,1000,19.13448822,-155.6857233,1475.218018,Myrsine lessertiana,native,1,mesic,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
299,91,PACN_Hawaii,Hawai'i Island,1000,19.09705682,-155.6754014,1545.546021,Cibotium glaucum,native,5,mesic,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
300,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Coprosma ochracea,native,8,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
301,91,PACN_Hawaii,Hawai'i Island,1000,19.09705682,-155.6754014,1545.546021,Melicope clusiifolia,native,1,mesic,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
302,91,PACN_Hawaii,Hawai'i Island,1000,19.09705682,-155.6754014,1545.546021,Metrosideros polymorpha,native,10,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
303,91,PACN_Hawaii,Hawai'i Island,1000,19.09705682,-155.6754014,1545.546021,Myrsine lessertiana,native,1,mesic,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
304,92,PACN_Hawaii,Hawai'i Island,1000,19.11697994,-155.6838442,1467.458984,Metrosideros polymorpha,native,5,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
305,93,PACN_Hawaii,Hawai'i Island,1000,19.24322237,-155.6058984,2197.540039,Metrosideros polymorpha,native,51,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
306,94,PACN_Hawaii,Hawai'i Island,1000,19.12179204,-155.677082,1545.979004,Cheirodendron trigynum,native,8,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
307,94,PACN_Hawaii,Hawai'i Island,1000,19.12179204,-155.677082,1545.979004,Cibotium glaucum,native,5,mesic,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
308,94,PACN_Hawaii,Hawai'i Island,1000,19.12179204,-155.677082,1545.979004,Metrosideros polymorpha,native,30,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
309,95,PACN_Hawaii,Hawai'i Island,1000,19.26923365,-155.5782011,2194.927979,Cheirodendron trigynum,native,3,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
310,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Coprosma ochracea,native,2,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
311,95,PACN_Hawaii,Hawai'i Island,1000,19.26923365,-155.5782011,2194.927979,Ilex anomala,native,9,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
312,95,PACN_Hawaii,Hawai'i Island,1000,19.26923365,-155.5782011,2194.927979,Metrosideros polymorpha,native,48,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
313,95,PACN_Hawaii,Hawai'i Island,1000,19.26923365,-155.5782011,2194.927979,Myrsine lessertiana,native,6,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
314,96,PACN_Hawaii,Hawai'i Island,1000,19.28124195,-155.5635823,2185.608887,Cheirodendron trigynum,native,3,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
315,96,PACN_Hawaii,Hawai'i Island,1000,19.28124195,-155.5635823,2185.608887,Ilex anomala,native,3,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
316,96,PACN_Hawaii,Hawai'i Island,1000,19.28124195,-155.5635823,2185.608887,Metrosideros polymorpha,native,47,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
317,96,PACN_Hawaii,Hawai'i Island,1000,19.28124195,-155.5635823,2185.608887,Myrsine lessertiana,native,19,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
318,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Cheirodendron trigynum,native,2,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
319,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Cibotium glaucum,native,11,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
320,125,PACN_Hawaii,Hawai'i Island,1000,19.51776906,-155.2364869,4293.665039,Coprosma ochracea,native,1,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
321,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Metrosideros polymorpha,native,24,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
322,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Myrsine lessertiana,native,7,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
323,97,PACN_Hawaii,Hawai'i Island,1000,19.19347195,-155.6602104,2210.187988,Pittosporum hosmeri,native,1,wet,Pittosporum_hosmeri,9.803592274,0.57,7.81,17.05912357
324,98,PACN_Hawaii,Hawai'i Island,1000,19.15090825,-155.6842122,1538.046997,Metrosideros polymorpha,native,1,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
325,99,PACN_Hawaii,Hawai'i Island,1000,19.12591382,-155.6805115,1505.869019,Cheirodendron trigynum,native,3,mesic,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
326,99,PACN_Hawaii,Hawai'i Island,1000,19.12591382,-155.6805115,1505.869019,Cibotium glaucum,native,1,mesic,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
327,99,PACN_Hawaii,Hawai'i Island,1000,19.12591382,-155.6805115,1505.869019,Metrosideros polymorpha,native,6,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
328,99,PACN_Hawaii,Hawai'i Island,1000,19.12591382,-155.6805115,1505.869019,Myrsine lessertiana,native,1,mesic,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
329,100,PACN_Hawaii,Hawai'i Island,1000,19.1131968,-155.6801069,1509.843018,Metrosideros polymorpha,native,2,mesic,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
330,101,PACN_Hawaii,Hawai'i Island,1000,19.37565367,-155.2238997,2550.799072,Metrosideros polymorpha,native,68,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
331,102,PACN_Hawaii,Hawai'i Island,1000,19.38205127,-155.2273462,2556.802002,Metrosideros polymorpha,native,65,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
332,103,PACN_Hawaii,Hawai'i Island,1000,19.35925878,-155.167902,3075.061035,Cibotium glaucum,native,14,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
333,103,PACN_Hawaii,Hawai'i Island,1000,19.35925878,-155.167902,3075.061035,Metrosideros polymorpha,native,136,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
334,103,PACN_Hawaii,Hawai'i Island,1000,19.35925878,-155.167902,3075.061035,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
335,103,PACN_Hawaii,Hawai'i Island,1000,19.35925878,-155.167902,3075.061035,Pipturus albidus,native,1,wet,Pipturus_albidus,18.38163333,0.22472,6,18.93727273
336,103,PACN_Hawaii,Hawai'i Island,1000,19.35925878,-155.167902,3075.061035,Santalum paniculatum,native,2,wet,Santalum_paniculatum,5.4915,0.705833333,9.575,13.4
337,104,PACN_Hawaii,Hawai'i Island,1000,19.35441148,-155.1177632,2888.333984,Cibotium glaucum,native,1,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
338,105,PACN_Hawaii,Hawai'i Island,1000,19.36984502,-155.1396334,3481.474121,Cheirodendron trigynum,native,3,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
339,105,PACN_Hawaii,Hawai'i Island,1000,19.36984502,-155.1396334,3481.474121,Cibotium glaucum,native,43,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
340,105,PACN_Hawaii,Hawai'i Island,1000,19.36984502,-155.1396334,3481.474121,Melicope clusiifolia,native,3,wet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
341,105,PACN_Hawaii,Hawai'i Island,1000,19.36984502,-155.1396334,3481.474121,Metrosideros polymorpha,native,13,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
342,105,PACN_Hawaii,Hawai'i Island,1000,19.36984502,-155.1396334,3481.474121,Psychotria hawaiiensis,native,2,wet,Psychotria_hawaiiensis,10.0652,0.51289,14.16,12.8036
343,106,PACN_Hawaii,Hawai'i Island,1000,19.3533511,-155.1542539,2968.51001,Cibotium glaucum,native,50,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
344,106,PACN_Hawaii,Hawai'i Island,1000,19.3533511,-155.1542539,2968.51001,Metrosideros polymorpha,native,4,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
345,107,PACN_Hawaii,Hawai'i Island,1000,19.35868601,-155.1545238,3139.836914,Cibotium glaucum,native,59,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
346,107,PACN_Hawaii,Hawai'i Island,1000,19.35868601,-155.1545238,3139.836914,Melicope clusiifolia,native,1,wet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
347,107,PACN_Hawaii,Hawai'i Island,1000,19.35868601,-155.1545238,3139.836914,Metrosideros polymorpha,native,60,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
348,107,PACN_Hawaii,Hawai'i Island,1000,19.35868601,-155.1545238,3139.836914,Myrsine lessertiana,native,2,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
349,107,PACN_Hawaii,Hawai'i Island,1000,19.35868601,-155.1545238,3139.836914,Psychotria hawaiiensis,native,3,wet,Psychotria_hawaiiensis,10.0652,0.51289,14.16,12.8036
350,108,PACN_Hawaii,Hawai'i Island,1000,19.35237279,-155.143012,2888.154053,Cibotium glaucum,native,54,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
351,108,PACN_Hawaii,Hawai'i Island,1000,19.35237279,-155.143012,2888.154053,Metrosideros polymorpha,native,9,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
352,109,PACN_Hawaii,Hawai'i Island,1000,19.33652059,-155.1399694,2522.520996,Metrosideros polymorpha,native,2,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
353,110,PACN_Hawaii,Hawai'i Island,1000,19.37813569,-155.2181278,2734.355957,Metrosideros polymorpha,native,99,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
354,111,PACN_Hawaii,Hawai'i Island,1000,19.37328918,-155.1232036,3550.322021,Metrosideros polymorpha,native,16,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
355,111,PACN_Hawaii,Hawai'i Island,1000,19.37328918,-155.1232036,3550.322021,Sadleria cyatheoides,native,1,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
356,128,PACN_Hawaii,Hawai'i Island,1000,19.50198784,-155.2476325,3343.572998,Coprosma ochracea,native,6,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
357,112,PACN_Hawaii,Hawai'i Island,1000,19.39787721,-155.2330728,2541.616943,Ilex anomala,native,2,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
358,112,PACN_Hawaii,Hawai'i Island,1000,19.39787721,-155.2330728,2541.616943,Metrosideros polymorpha,native,80,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
359,113,PACN_Hawaii,Hawai'i Island,1000,19.35317892,-155.162683,2946.227051,Cibotium glaucum,native,49,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
360,113,PACN_Hawaii,Hawai'i Island,1000,19.35317892,-155.162683,2946.227051,Metrosideros polymorpha,native,82,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
361,113,PACN_Hawaii,Hawai'i Island,1000,19.35317892,-155.162683,2946.227051,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
362,113,PACN_Hawaii,Hawai'i Island,1000,19.35317892,-155.162683,2946.227051,Psychotria hawaiiensis,native,6,wet,Psychotria_hawaiiensis,10.0652,0.51289,14.16,12.8036
363,114,PACN_Hawaii,Hawai'i Island,1000,19.35055777,-155.1167142,2761.508057,Sadleria cyatheoides,native,2,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
364,115,PACN_Hawaii,Hawai'i Island,1000,19.34463047,-155.1393044,2713.308105,Cibotium glaucum,native,44,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
365,115,PACN_Hawaii,Hawai'i Island,1000,19.34463047,-155.1393044,2713.308105,Metrosideros polymorpha,native,2,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
366,116,PACN_Hawaii,Hawai'i Island,1000,19.34464559,-155.1202444,2657.137939,Cibotium glaucum,native,1,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
367,116,PACN_Hawaii,Hawai'i Island,1000,19.34464559,-155.1202444,2657.137939,Sadleria cyatheoides,native,1,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
368,117,PACN_Hawaii,Hawai'i Island,1000,19.3852002,-155.2290832,2546.13501,Metrosideros polymorpha,native,107,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
369,118,PACN_Hawaii,Hawai'i Island,1000,19.36044811,-155.1198396,3099.156982,Sadleria cyatheoides,native,1,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
370,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Cheirodendron trigynum,native,7,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
371,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Cibotium glaucum,native,44,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
372,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Cibotium menziesii,native,1,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
373,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Melicope clusiifolia,native,10,wet,Melicope_clusiifolia,4.9285,0.460166667,10,21.652
374,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Metrosideros polymorpha,native,69,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
375,119,PACN_Hawaii,Hawai'i Island,1000,19.36342356,-155.1579455,3324.740967,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
376,120,PACN_Hawaii,Hawai'i Island,1000,19.37352452,-155.1254813,3554.305908,Cibotium glaucum,native,10,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
377,120,PACN_Hawaii,Hawai'i Island,1000,19.37352452,-155.1254813,3554.305908,Metrosideros polymorpha,native,30,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
378,120,PACN_Hawaii,Hawai'i Island,1000,19.37352452,-155.1254813,3554.305908,Sadleria cyatheoides,native,12,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
379,121,PACN_Hawaii,Hawai'i Island,1000,19.35106886,-155.1309761,2862.236084,Cibotium glaucum,native,42,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
380,121,PACN_Hawaii,Hawai'i Island,1000,19.35106886,-155.1309761,2862.236084,Metrosideros polymorpha,native,3,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
381,121,PACN_Hawaii,Hawai'i Island,1000,19.35106886,-155.1309761,2862.236084,Sadleria cyatheoides,native,1,wet,Sadleria_cyatheoides,14.37615343,0.46760498,7.3917,16.49276961
382,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Cheirodendron trigynum,native,11,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
383,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Cibotium glaucum,native,83,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
384,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Cibotium menziesii,native,2,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
385,129,PACN_Hawaii,Hawai'i Island,1000,19.49652273,-155.2665289,2724.998047,Coprosma ochracea,native,1,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
386,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Ilex anomala,native,7,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
387,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Metrosideros polymorpha,native,19,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
388,122,PACN_Hawaii,Hawai'i Island,1000,19.49902262,-155.2551157,3063.156006,Perrottetia sandwicensis,native,2,wet,Perrottetia_sandwicensis,13.69343063,0.345333333,7.54,14.304
389,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Cheirodendron trigynum,native,17,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
390,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Cibotium glaucum,native,79,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
391,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Cibotium menziesii,native,7,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
392,132,PACN_Hawaii,Hawai'i Island,1000,19.47801769,-155.2505298,3049.913086,Coprosma ochracea,native,3,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
393,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Ilex anomala,native,4,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
394,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Metrosideros polymorpha,native,2,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
395,123,PACN_Hawaii,Hawai'i Island,1000,19.46852933,-155.2304873,3659.925049,Perrottetia sandwicensis,native,1,wet,Perrottetia_sandwicensis,13.69343063,0.345333333,7.54,14.304
396,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Cheirodendron trigynum,native,14,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
397,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Cibotium chamissoi,native,2,wet,Cibotium_chamissoi,15.29940833,0.469319444,7.5052,19.11025
398,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Cibotium glaucum,native,65,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
399,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Cibotium menziesii,native,9,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
400,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Ilex anomala,native,13,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
401,124,PACN_Hawaii,Hawai'i Island,1000,19.47756385,-155.2140789,4718.320801,Metrosideros polymorpha,native,21,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
402,125,PACN_Hawaii,Hawai'i Island,1000,19.51776906,-155.2364869,4293.665039,Cheirodendron trigynum,native,10,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
403,125,PACN_Hawaii,Hawai'i Island,1000,19.51776906,-155.2364869,4293.665039,Cibotium glaucum,native,52,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
404,136,PACN_Hawaii,Hawai'i Island,1000,19.47671643,-155.2330753,3544.071045,Coprosma ochracea,native,2,wet,Coprosma_ochracea,18.86485,0.71,7.572,15.2
405,125,PACN_Hawaii,Hawai'i Island,1000,19.51776906,-155.2364869,4293.665039,Ilex anomala,native,1,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
406,125,PACN_Hawaii,Hawai'i Island,1000,19.51776906,-155.2364869,4293.665039,Metrosideros polymorpha,native,74,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
407,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Cheirodendron trigynum,native,5,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
408,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Cibotium glaucum,native,97,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
409,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Cibotium menziesii,native,2,wet,Cibotium_menziesii,9.913585714,0.526551039,8.629333333,16.434
410,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Ilex anomala,native,6,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
411,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Metrosideros polymorpha,native,3,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
412,126,PACN_Hawaii,Hawai'i Island,1000,19.49763069,-155.2638776,2827.782959,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
413,127,PACN_Hawaii,Hawai'i Island,1000,19.49359509,-155.263031,2806.3479,Cheirodendron trigynum,native,6,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
414,127,PACN_Hawaii,Hawai'i Island,1000,19.49359509,-155.263031,2806.3479,Cibotium glaucum,native,106,wet,Cibotium_glaucum,11.85361818,0.596316594,3.048,14.3741
415,127,PACN_Hawaii,Hawai'i Island,1000,19.49359509,-155.263031,2806.3479,Ilex anomala,native,1,wet,Ilex_anomala,8.304933333,0.298428571,12,10.92075625
416,127,PACN_Hawaii,Hawai'i Island,1000,19.49359509,-155.263031,2806.3479,Metrosideros polymorpha,native,6,wet,Metrosideros_polymorpha,4.948601604,0.632495455,23.9624,8.589559375
417,127,PACN_Hawaii,Hawai'i Island,1000,19.49359509,-155.263031,2806.3479,Myrsine lessertiana,native,1,wet,Myrsine_lessertiana,8.3681625,0.604153333,8,9.289795652
418,128,PACN_Hawaii,Hawai'i Island,1000,19.50198784,-155.2476325,3343.572998,Cheirodendron trigynum,native,35,wet,Cheirodendron_trigynum,10.25725,0.391625,15.12,14.68055
